BusinessEntityID	Title	FirstName	MiddleName	LastName	Suffix	PhoneNumber	PhoneNumberType	EmailAddress	EmailPromotion	AddressType	AddressLine1	AddressLine2	City	StateProvinceName	PostalCode	CountryRegionName
6860	NULL	Jordyn	K	Henderson	NULL	562-555-0160	Home	jordyn4@adventure-works.com	0	Home	7428 Donegal Court	NULL	Lynnwood	Washington	98036	United States
6861	NULL	Jordyn	S	Coleman	NULL	127-555-0166	Home	jordyn5@adventure-works.com	0	Home	8924 Amanda Circle	NULL	Lynnwood	Washington	98036	United States
6862	NULL	Neil	K	Vazquez	NULL	1 (11) 500 555-0177	Home	neil13@adventure-works.com	1	Home	7537 Clark Creek Lane	NULL	Lane Cove	New South Wales	1597	Australia
6863	NULL	Jordyn	J	Jenkins	NULL	375-555-0183	Cell	jordyn6@adventure-works.com	1	Home	2383 Mt. Davidson Court	NULL	Lynnwood	Washington	98036	United States
6864	NULL	Neil	NULL	Blanco	NULL	1 (11) 500 555-0121	Cell	neil14@adventure-works.com	0	Home	Curieweg 3997	NULL	Berlin	Saarland	14197	Germany
6865	NULL	Neil	L	Serrano	NULL	1 (11) 500 555-0164	Cell	neil15@adventure-works.com	0	Home	4880 Viewpoint Ct.	NULL	Cranbourne	Victoria	3977	Australia
6866	NULL	Jordyn	NULL	Perry	NULL	331-555-0195	Home	jordyn7@adventure-works.com	0	Home	6788 Edward Ave	NULL	Oakland	California	94611	United States
6867	NULL	Jordyn	K	Powell	NULL	809-555-0141	Cell	jordyn8@adventure-works.com	0	Home	3156 Crystal Avenue	NULL	Newton	British Columbia	V2M1N7	Canada
6868	NULL	Jordyn	NULL	Long	NULL	257-555-0150	Home	jordyn9@adventure-works.com	2	Home	5160 Mt. Wilson Way	NULL	Royal Oak	British Columbia	V8X	Canada
6869	NULL	Neil	NULL	Ramos	NULL	1 (11) 500 555-0131	Cell	neil16@adventure-works.com	0	Home	40, rue Royale	NULL	Boulogne-sur-Mer	Pas de Calais	62200	France
6870	NULL	Jordyn	A	Patterson	NULL	897-555-0117	Home	jordyn10@adventure-works.com	0	Home	4438 Chrislend Court	NULL	Chula Vista	California	91910	United States
6871	NULL	Neil	M	Carlson	NULL	296-555-0176	Home	neil17@adventure-works.com	0	Home	4496 Stroer Lane	NULL	Berkeley	California	94704	United States
6872	NULL	Jordyn	NULL	Hughes	NULL	278-555-0174	Cell	jordyn11@adventure-works.com	0	Home	9351 W Lake Drive	# 18	Lincoln Acres	California	91950	United States
6873	NULL	Jordyn	NULL	Flores	NULL	554-555-0169	Home	jordyn12@adventure-works.com	1	Home	6228 Rivewview	NULL	Langford	British Columbia	V9	Canada
6874	NULL	Clarence	NULL	Guo	NULL	1 (11) 500 555-0189	Home	clarence10@adventure-works.com	2	Home	5474 Jason Ct.	NULL	Hervey Bay	Queensland	4655	Australia
6875	NULL	Neil	NULL	Suarez	NULL	1 (11) 500 555-0187	Home	neil18@adventure-works.com	0	Home	9967 Malibu Place	NULL	Sydney	New South Wales	1002	Australia
6876	NULL	Jordyn	J	West	NULL	967-555-0110	Cell	jordyn13@adventure-works.com	2	Home	4051 Sun View Terrace	NULL	La Jolla	California	92806	United States
6877	NULL	Jordyn	NULL	Butler	NULL	685-555-0165	Home	jordyn14@adventure-works.com	1	Home	3838 Sanford St	NULL	Walla Walla	Washington	99362	United States
6878	NULL	Neil	M	Sanz	NULL	1 (11) 500 555-0153	Home	neil19@adventure-works.com	0	Home	9667 Argonne Drive	NULL	London	England	W1Y 3RA	United Kingdom
6879	NULL	Neil	NULL	Rubio	NULL	1 (11) 500 555-0177	Home	neil20@adventure-works.com	0	Home	2, avenue de Norvege	NULL	Lieusaint	Seine et Marne	77127	France
6880	NULL	Jordyn	NULL	Simmons	NULL	1 (11) 500 555-0126	Cell	jordyn15@adventure-works.com	0	Home	1915 Standing Grove Dr.	NULL	Warrnambool	Victoria	3280	Australia
6881	NULL	Neil	M	Ortega	NULL	908-555-0133	Home	neil21@adventure-works.com	2	Home	3498 Santa Maria	NULL	Burlingame	California	94010	United States
6882	NULL	Jordyn	NULL	Gonzales	NULL	828-555-0137	Home	jordyn16@adventure-works.com	0	Home	2943 Hilton Way	NULL	Redwood City	California	94063	United States
6883	NULL	Marvin	C	Gomez	NULL	1 (11) 500 555-0131	Home	marvin1@adventure-works.com	2	Home	1306 Longbrood Way	NULL	North Sydney	New South Wales	2055	Australia
6884	NULL	Marvin	R	Ruiz	NULL	1 (11) 500 555-0118	Cell	marvin2@adventure-works.com	0	Home	1354 Catnip Court	NULL	Sydney	New South Wales	1002	Australia
6885	NULL	Jordyn	NULL	Bryant	NULL	119-555-0181	Cell	jordyn17@adventure-works.com	1	Home	3237 Orchid Ct	NULL	Corvallis	Oregon	97330	United States
6886	NULL	Marvin	NULL	Diaz	NULL	1 (11) 500 555-0184	Cell	marvin3@adventure-works.com	0	Home	777, rue de Terre Neuve	NULL	Courbevoie	Hauts de Seine	92400	France
6887	NULL	Marvin	A	Hernandez	NULL	1 (11) 500 555-0112	Cell	marvin4@adventure-works.com	0	Home	1019 Book Road	NULL	Rhodes	New South Wales	2138	Australia
6888	NULL	Jordyn	NULL	Russell	NULL	171-555-0187	Home	jordyn18@adventure-works.com	2	Home	7682 Palm Avenue	NULL	Portland	Oregon	97205	United States
6889	NULL	Marvin	NULL	Alvarez	NULL	1 (11) 500 555-0114	Cell	marvin5@adventure-works.com	0	Home	731 Cape Cod Way	NULL	Melbourne	Victoria	3000	Australia
6890	NULL	Jordyn	N	Griffin	NULL	168-555-0121	Cell	jordyn19@adventure-works.com	0	Home	P.O. Box 9178	NULL	Issaquah	Washington	98027	United States
6891	NULL	Jordyn	NULL	Diaz	NULL	988-555-0154	Cell	jordyn20@adventure-works.com	0	Home	6539 Greenwood Circle	NULL	Coronado	California	92118	United States
6892	NULL	Clarence	NULL	He	NULL	1 (11) 500 555-0181	Cell	clarence11@adventure-works.com	2	Home	1082 Selena Court	NULL	Reading	England	RG7 5H7	United Kingdom
6893	NULL	Marvin	T	Johnsen	NULL	1 (11) 500 555-0129	Home	marvin6@adventure-works.com	0	Home	Buergermeister-ulrich-str 75	NULL	Paderborn	Nordrhein-Westfalen	33098	Germany
6894	NULL	Brandon	NULL	Ross	NULL	1 (11) 500 555-0187	Home	brandon1@adventure-works.com	0	Home	4657 Price Lane	NULL	Sunbury	Victoria	3429	Australia
6895	NULL	Brandon	L	Henderson	NULL	618-555-0184	Cell	brandon2@adventure-works.com	0	Home	9315 Green Valley Road	NULL	La Jolla	California	92806	United States
6896	NULL	Marvin	M	Moreno	NULL	1 (11) 500 555-0110	Cell	marvin7@adventure-works.com	0	Home	1216, place de la Concorde	NULL	Colombes	Hauts de Seine	92700	France
6897	NULL	Marvin	NULL	Munoz	NULL	1 (11) 500 555-0110	Cell	marvin8@adventure-works.com	0	Home	3814 Harvard Drive	NULL	Brisbane	Queensland	4000	Australia
6898	NULL	Brandon	NULL	Coleman	NULL	521-555-0139	Home	brandon3@adventure-works.com	1	Home	5938 William Way	NULL	Glendale	California	91203	United States
6899	NULL	Brandon	J	Jenkins	NULL	422-555-0193	Home	brandon4@adventure-works.com	2	Home	852 Ravenwood Drive	NULL	Portland	Oregon	97205	United States
6900	NULL	Marvin	L	Ferrier	NULL	474-555-0172	Cell	marvin9@adventure-works.com	2	Home	2942 Berkhire Court	NULL	Concord	California	94519	United States
6901	NULL	Brandon	NULL	Perry	NULL	758-555-0120	Home	brandon5@adventure-works.com	1	Home	384 Dayton Court	NULL	Victoria	British Columbia	V8V	Canada
6902	NULL	Brandon	NULL	Powell	NULL	258-555-0193	Cell	brandon6@adventure-works.com	0	Home	5551 Orinda Court	NULL	Redwood City	California	94063	United States
6903	NULL	Marvin	J	Navarro	NULL	1 (11) 500 555-0128	Cell	marvin10@adventure-works.com	0	Home	88, rue de Fontfroide	NULL	Paris	Seine (Paris)	75005	France
6904	NULL	Brandon	M	Long	NULL	407-555-0119	Home	brandon7@adventure-works.com	1	Home	5338 Moccasin Ct	NULL	Victoria	British Columbia	V8V	Canada
6905	NULL	Marvin	NULL	Gutierrez	NULL	1 (11) 500 555-0118	Cell	marvin11@adventure-works.com	0	Home	1538 Mt. Diablo St.	# 147	Brisbane	Queensland	4000	Australia
6906	NULL	Brandon	L	Patterson	NULL	398-555-0193	Home	brandon8@adventure-works.com	0	Home	3415 Oak Grove Road	NULL	Coronado	California	92118	United States
6907	NULL	Marvin	J	Torres	NULL	1 (11) 500 555-0111	Cell	marvin12@adventure-works.com	1	Home	438 Mt. Etna	NULL	London	England	W1V 5RN	United Kingdom
6908	NULL	Brandon	L	Flores	NULL	172-555-0143	Home	brandon9@adventure-works.com	0	Home	4443 Virginia Lane	NULL	Oak Bay	British Columbia	V8P	Canada
6909	NULL	Brandon	E	Washington	NULL	248-555-0171	Home	brandon10@adventure-works.com	1	Home	7393 Jacaranda Dr.	NULL	San Gabriel	California	91776	United States
6910	NULL	Brandon	NULL	Butler	NULL	120-555-0143	Home	brandon11@adventure-works.com	1	Home	5979 Meadowbrook Drive	NULL	Walla Walla	Washington	99362	United States
6911	NULL	Brandon	NULL	Simmons	NULL	624-555-0150	Home	brandon12@adventure-works.com	1	Home	9183 J Ave	NULL	Colma	California	94014	United States
6912	NULL	Marvin	NULL	Dominguez	NULL	1 (11) 500 555-0116	Home	marvin13@adventure-works.com	0	Home	Lützowplatz 50	NULL	Kassel	Hessen	34117	Germany
6913	NULL	Brandon	R	Foster	NULL	743-555-0118	Cell	brandon13@adventure-works.com	1	Home	679 Land Ave	NULL	Los Angeles	California	90012	United States
6914	NULL	Brandon	D	Gonzales	NULL	426-555-0124	Cell	brandon14@adventure-works.com	1	Home	6793 Almond Street	NULL	Redmond	Washington	98052	United States
6915	NULL	Marvin	M	Gill	NULL	1 (11) 500 555-0193	Cell	marvin14@adventure-works.com	1	Home	3484 Springer Court	NULL	London	England	SW1P 2NU	United Kingdom
6916	NULL	Brandon	NULL	Bryant	NULL	1 (11) 500 555-0193	Home	brandon15@adventure-works.com	0	Home	Essener Straße 126	NULL	Neunkirchen	Saarland	66578	Germany
6917	NULL	Clarence	NULL	Zheng	NULL	1 (11) 500 555-0132	Cell	clarence12@adventure-works.com	0	Home	2086 Rotherham Dr.	NULL	Paris	Seine (Paris)	75016	France
6918	NULL	Marvin	K	Vazquez	NULL	1 (11) 500 555-0140	Cell	marvin15@adventure-works.com	0	Home	2117 Mt Whitney	NULL	Melton	Victoria	3337	Australia
6919	NULL	Brandon	NULL	Alexander	NULL	780-555-0152	Home	brandon16@adventure-works.com	0	Home	4911 Peachwillow Lane	NULL	Lincoln Acres	California	91950	United States
6920	NULL	Marvin	NULL	Browning	NULL	1 (11) 500 555-0155	Cell	marvin16@adventure-works.com	1	Home	Buergermeister-ulrich-str 098	NULL	Paderborn	Hamburg	33041	Germany
6921	NULL	Brandon	NULL	Russell	NULL	839-555-0181	Cell	brandon17@adventure-works.com	0	Home	9570 Royal Links Ct	# 24	San Carlos	California	94070	United States
6922	NULL	Marvin	E	Serrano	NULL	1 (11) 500 555-0185	Cell	marvin17@adventure-works.com	1	Home	4216 Seaview Ave.	NULL	Lane Cove	New South Wales	1597	Australia
6923	NULL	Brandon	NULL	Diaz	NULL	818-555-0168	Home	brandon18@adventure-works.com	0	Home	3762 Gumwood	NULL	Metchosin	British Columbia	V9	Canada
6924	NULL	Brandon	NULL	Hayes	NULL	872-555-0124	Home	brandon19@adventure-works.com	0	Home	1828, avenue de l´Europe	NULL	Walla Walla	Washington	99362	United States
6925	NULL	Marvin	NULL	Ramos	NULL	1 (11) 500 555-0156	Home	marvin18@adventure-works.com	0	Home	9641 M St.	NULL	South Melbourne	Victoria	3205	Australia
6926	NULL	Marvin	M	Suarez	NULL	1 (11) 500 555-0111	Cell	marvin19@adventure-works.com	0	Home	99, rue de Cambrai	NULL	Metz	Moselle	57000	France
6927	NULL	Marvin	NULL	Sanz	NULL	1 (11) 500 555-0176	Home	marvin20@adventure-works.com	1	Home	5064 South Villa Way	NULL	Hervey Bay	Queensland	4655	Australia
6928	NULL	Marvin	R	Rubio	NULL	643-555-0118	Home	marvin21@adventure-works.com	0	Home	9075 Calle Verde	NULL	Concord	California	94519	United States
6929	NULL	Brandon	R	Zhang	NULL	822-555-0128	Home	brandon20@adventure-works.com	1	Home	8461 Everett Ct	NULL	Redmond	Washington	98052	United States
6930	NULL	Marvin	L	Ortega	NULL	337-555-0164	Home	marvin22@adventure-works.com	1	Home	4942 Frigate Ct	NULL	Colma	California	94014	United States
6931	NULL	Brandon	E	Wagner	NULL	119-555-0117	Cell	brandon21@adventure-works.com	0	Home	8247 Crescent Avenue	NULL	Burien	Washington	98168	United States
6932	NULL	Armando	NULL	Martin	NULL	1 (11) 500 555-0154	Home	armando0@adventure-works.com	0	Home	Midi-Couleurs	NULL	Roissy en Brie	Seine et Marne	77680	France
6933	NULL	Brandon	K	Chen	NULL	321-555-0114	Home	brandon22@adventure-works.com	1	Home	6325 El Pueblo Place	NULL	Bremerton	Washington	98312	United States
6934	NULL	Clarence	NULL	Hu	NULL	1 (11) 500 555-0185	Home	clarence13@adventure-works.com	2	Home	Erlenweg 7774	NULL	München	Hessen	80074	Germany
6935	NULL	Armando	S	Gomez	NULL	1 (11) 500 555-0158	Home	armando1@adventure-works.com	1	Home	9683 Pine Valley Road	NULL	North Ryde	New South Wales	2113	Australia
6936	NULL	Armando	W	Ruiz	NULL	1 (11) 500 555-0170	Cell	armando2@adventure-works.com	2	Home	Reiherweg 4164	NULL	Solingen	Nordrhein-Westfalen	42651	Germany
6937	NULL	Armando	P	Diaz	NULL	1 (11) 500 555-0178	Home	armando3@adventure-works.com	0	Home	6406 Marlesta Rd.	NULL	Bury	England	PE17	United Kingdom
6938	NULL	Brandon	NULL	Li	NULL	286-555-0116	Home	brandon23@adventure-works.com	0	Home	6365 Sun View Way	NULL	Langley	British Columbia	V3A 4R2	Canada
6939	NULL	Brandon	NULL	Yang	NULL	780-555-0195	Home	brandon24@adventure-works.com	2	Home	4697 Mt. Dell	NULL	Daly City	California	94015	United States
6940	NULL	Brandon	A	Kumar	NULL	321-555-0115	Cell	brandon25@adventure-works.com	0	Home	7647 Slow Creek Road	NULL	Lemon Grove	California	91945	United States
6941	NULL	Armando	NULL	Hernandez	NULL	1 (11) 500 555-0182	Home	armando4@adventure-works.com	1	Home	1596 Brown Dr	NULL	Goulburn	New South Wales	2580	Australia
6942	NULL	Armando	M	Alvarez	NULL	1 (11) 500 555-0198	Cell	armando5@adventure-works.com	1	Home	Haberstr 39	Leiter der Abteilung	Berlin	Saarland	14197	Germany
6943	NULL	Brandon	NULL	Lal	NULL	445-555-0135	Cell	brandon26@adventure-works.com	0	Home	3577 Pembroke Court	NULL	Long Beach	California	90802	United States
6944	NULL	Brandon	NULL	Sharma	NULL	457-555-0140	Cell	brandon27@adventure-works.com	0	Home	6781 M Ln.	NULL	Lebanon	Oregon	97355	United States
6945	NULL	Brandon	NULL	Jai	NULL	444-555-0138	Home	brandon28@adventure-works.com	1	Home	1736 Canyon Rd	NULL	Downey	California	90241	United States
6946	NULL	Armando	NULL	Moreno	NULL	1 (11) 500 555-0165	Cell	armando6@adventure-works.com	1	Home	121, rue de Cambrai	NULL	Orleans	Loiret	45000	France
6947	NULL	Armando	E	Muñoz	NULL	1 (11) 500 555-0129	Home	armando7@adventure-works.com	1	Home	7072 Meadow Lane	NULL	York	England	Y024 1GF	United Kingdom
6948	NULL	Dylan	D	Ross	NULL	182-555-0178	Cell	dylan3@adventure-works.com	0	Home	6140 Mt. Whitney Way	NULL	Fremont	California	94536	United States
6949	NULL	Armando	M	Alonso	NULL	1 (11) 500 555-0174	Home	armando8@adventure-works.com	1	Home	9806 North Star Dr.	NULL	East Brisbane	Queensland	4169	Australia
6950	NULL	Armando	A	Romero	NULL	1 (11) 500 555-0119	Home	armando9@adventure-works.com	1	Home	7390 Pinehurst Court	#524	Milton Keynes	England	MK8 8ZD	United Kingdom
6951	NULL	Dylan	NULL	Coleman	NULL	609-555-0146	Home	dylan4@adventure-works.com	1	Home	4513 Ten Penny Lane	#3	N. Vancouver	British Columbia	V7L 4J4	Canada
6952	NULL	Clarence	L	Cai	NULL	1 (11) 500 555-0126	Cell	clarence14@adventure-works.com	0	Home	Auf der Krone 493	NULL	Berlin	Hamburg	14111	Germany
6953	NULL	Armando	NULL	Navarro	NULL	1 (11) 500 555-0159	Cell	armando10@adventure-works.com	0	Home	6957 Olivewood Ct.	NULL	Oxon	England	OX16 8RS	United Kingdom
6954	NULL	Dylan	L	Jenkins	NULL	369-555-0114	Home	dylan5@adventure-works.com	0	Home	3791 Rossmor Parkway	NULL	Lincoln Acres	California	91950	United States
6955	NULL	Dylan	M	Perry	NULL	835-555-0112	Cell	dylan6@adventure-works.com	0	Home	8704 Live Oak	NULL	San Diego	California	92102	United States
6956	NULL	Armando	NULL	Gutierrez	NULL	1 (11) 500 555-0183	Home	armando11@adventure-works.com	1	Home	8364 Encinal Place	NULL	Bendigo	Victoria	3550	Australia
6957	NULL	Armando	NULL	Torres	NULL	214-555-0171	Home	armando12@adventure-works.com	1	Home	3346 Larkwood Ct.	NULL	Bremerton	Washington	98312	United States
6958	NULL	Dylan	M	Powell	NULL	540-555-0189	Cell	dylan7@adventure-works.com	2	Home	8236 Almond Avenue	NULL	Oak Bay	British Columbia	V8P	Canada
6959	NULL	Dylan	C	Long	NULL	1 (11) 500 555-0122	Cell	dylan8@adventure-works.com	2	Home	18, rue de l´Esplanade	NULL	Dunkerque	Nord	59140	France
6960	NULL	Armando	L	Dominguez	NULL	1 (11) 500 555-0192	Home	armando13@adventure-works.com	1	Home	Rehstr 6446	NULL	Solingen	Nordrhein-Westfalen	42651	Germany
6961	NULL	Armando	J	Gill	NULL	1 (11) 500 555-0165	Cell	armando14@adventure-works.com	0	Home	8026, rue Maillard	NULL	Colomiers	Garonne (Haute)	31770	France
6962	NULL	Dylan	NULL	Patterson	NULL	331-555-0163	Cell	dylan9@adventure-works.com	2	Home	3190 Glenhaven Ave	NULL	Olympia	Washington	98501	United States
6963	NULL	Armando	NULL	Vazquez	NULL	1 (11) 500 555-0113	Cell	armando15@adventure-works.com	0	Home	4628 Mountain View Place	NULL	Milsons Point	New South Wales	2061	Australia
6964	NULL	Dylan	C	Hughes	NULL	798-555-0137	Home	dylan10@adventure-works.com	0	Home	1268 Holiday Hills Drive	NULL	Spokane	Washington	99202	United States
6965	NULL	Armando	F	Blanco	NULL	783-555-0163	Home	armando16@adventure-works.com	0	Home	4064 Regina Lane	NULL	Burnaby	British Columbia	V3J 6Z3	Canada
6966	NULL	Dylan	B	Flores	NULL	569-555-0112	Home	dylan11@adventure-works.com	0	Home	1308 B St.	NULL	Bremerton	Washington	98312	United States
6967	NULL	Dylan	A	Washington	NULL	524-555-0198	Cell	dylan12@adventure-works.com	1	Home	2296 Rapallo Lane	NULL	Novato	California	94947	United States
6968	NULL	Dylan	NULL	Butler	NULL	771-555-0195	Home	dylan13@adventure-works.com	1	Home	2590 Wesley Court	NULL	Salem	Oregon	97301	United States
6969	NULL	Dylan	NULL	Simmons	NULL	308-555-0179	Home	dylan14@adventure-works.com	2	Home	3831 Frigate Ct	NULL	Langford	British Columbia	V9	Canada
6970	NULL	Dylan	D	Foster	NULL	246-555-0114	Home	dylan15@adventure-works.com	2	Home	7035 Creekridge Lane	NULL	Concord	California	94519	United States
6971	NULL	Armando	F	Ramos	NULL	1 (11) 500 555-0117	Cell	armando17@adventure-works.com	0	Home	Lieblingsweg 245	NULL	Leipzig	Nordrhein-Westfalen	04139	Germany
6972	NULL	Dylan	J	Gonzales	NULL	493-555-0113	Home	dylan16@adventure-works.com	0	Home	8531 Doncaster Dr	NULL	Redwood City	California	94063	United States
6973	NULL	Dylan	J	Bryant	NULL	161-555-0181	Cell	dylan17@adventure-works.com	2	Home	4645 Mehaffey Way	NULL	Colma	California	94014	United States
6974	NULL	Armando	NULL	Carlson	NULL	1 (11) 500 555-0127	Cell	armando18@adventure-works.com	0	Home	8594 Veracruz	NULL	North Ryde	New South Wales	2113	Australia
6975	NULL	Dylan	NULL	Alexander	NULL	272-555-0110	Cell	dylan18@adventure-works.com	1	Home	6395 Deermeadow Way	NULL	Burien	Washington	98168	United States
6976	NULL	Dylan	W	Russell	NULL	138-555-0118	Home	dylan19@adventure-works.com	0	Home	2763 Pass	NULL	San Gabriel	California	91776	United States
6977	NULL	Clarence	L	Zeng	NULL	1 (11) 500 555-0126	Home	clarence15@adventure-works.com	0	Home	790, quai de Grenelle	NULL	Les Ulis	Essonne	91940	France
6978	NULL	Armando	NULL	Suarez	NULL	1 (11) 500 555-0125	Home	armando19@adventure-works.com	0	Home	Marienplatz 56565	NULL	Münster	Saarland	48001	Germany
6979	NULL	Armando	NULL	Schmidt	NULL	249-555-0138	Cell	armando20@adventure-works.com	1	Home	3495 Virginia Lane	NULL	Concord	California	94519	United States
6980	NULL	Armando	T	Rubio	NULL	1 (11) 500 555-0139	Cell	armando21@adventure-works.com	0	Home	Postenweg 4648	NULL	Stuttgart	Saarland	70511	Germany
6981	NULL	Dylan	NULL	Griffin	NULL	165-555-0115	Cell	dylan20@adventure-works.com	0	Home	7422 Meadowbrook	NULL	Torrance	California	90505	United States
6982	NULL	Dylan	NULL	Diaz	NULL	551-555-0183	Cell	dylan21@adventure-works.com	1	Home	4045 Hillview Dr	NULL	Bellingham	Washington	98225	United States
6983	NULL	Dylan	O	Hayes	NULL	909-555-0115	Cell	dylan22@adventure-works.com	0	Home	8958 Carleton Street	NULL	Concord	California	94519	United States
6984	NULL	Armando	K	Ortega	NULL	1 (11) 500 555-0187	Home	armando22@adventure-works.com	0	Home	8552 Oak Park Blvd	NULL	Sydney	New South Wales	1002	Australia
6985	NULL	Dylan	L	Zhang	NULL	1 (11) 500 555-0179	Cell	dylan23@adventure-works.com	0	Home	Hunzinger Allee 664	NULL	Saarlouis	Saarland	66740	Germany
6986	NULL	Dylan	NULL	Wang	NULL	181-555-0113	Home	dylan24@adventure-works.com	2	Home	3658 Belmont	NULL	Woodburn	Oregon	97071	United States
6987	NULL	Dylan	NULL	Chen	NULL	453-555-0175	Home	dylan25@adventure-works.com	0	Home	3444 Maywood Lane	NULL	El Cajon	California	92020	United States
6988	NULL	Dylan	H	Li	NULL	114-555-0160	Cell	dylan26@adventure-works.com	2	Home	2768 Baltic Sea Ct	NULL	Colma	California	94014	United States
6989	NULL	Julio	E	Gomez	NULL	1 (11) 500 555-0192	Home	julio0@adventure-works.com	0	Home	38, rue Villedo	NULL	Orly	Val de Marne	94310	France
6990	NULL	Julio	NULL	Ruiz	NULL	1 (11) 500 555-0151	Cell	julio1@adventure-works.com	0	Home	7305 Humphrey Drive	NULL	East Brisbane	Queensland	4169	Australia
6991	NULL	Julio	J	Diaz	NULL	1 (11) 500 555-0137	Home	julio2@adventure-works.com	0	Home	3566 Matterhorn Ct	NULL	Cambridge	England	CB4 4BZ	United Kingdom
6992	NULL	Julio	J	Hernandez	NULL	1 (11) 500 555-0148	Cell	julio3@adventure-works.com	1	Home	6804 Alovera Road	NULL	Findon	South Australia	5023	Australia
6993	NULL	Dylan	D	Kumar	NULL	716-555-0155	Home	dylan27@adventure-works.com	1	Home	3796 Lindley Ct	NULL	Spring Valley	California	91977	United States
6994	NULL	Julio	NULL	Alvarez	NULL	1 (11) 500 555-0161	Cell	julio4@adventure-works.com	0	Home	9062 Melrose Place	NULL	Lancaster	England	LA1 1LN	United Kingdom
6995	NULL	Clarence	L	She	NULL	1 (11) 500 555-0187	Cell	clarence16@adventure-works.com	0	Home	5310 Buena Vista Ave.	NULL	Newcastle	New South Wales	2300	Australia
6996	NULL	Julio	NULL	Jimenez	NULL	1 (11) 500 555-0121	Cell	julio5@adventure-works.com	0	Home	1201 Ricardo Drive	NULL	South Melbourne	Victoria	3205	Australia
6997	NULL	Julio	C	Moreno	NULL	157-555-0165	Cell	julio6@adventure-works.com	2	Home	4800 Quiz Street	NULL	Bellflower	California	90706	United States
6998	NULL	Julio	NULL	Munoz	NULL	982-555-0119	Home	julio7@adventure-works.com	1	Home	5626 Mt. View Drive	NULL	Beaverton	Oregon	97005	United States
6999	NULL	Dylan	D	Lal	NULL	844-555-0156	Cell	dylan28@adventure-works.com	0	Home	6746 River Ash Court	NULL	Bremerton	Washington	98312	United States
7000	NULL	Julio	C	Alonso	NULL	175-555-0196	Home	julio8@adventure-works.com	0	Home	8945 Euclid Ave.	NULL	Burlingame	California	94010	United States
7001	NULL	Julio	NULL	Romero	NULL	1 (11) 500 555-0150	Cell	julio9@adventure-works.com	1	Home	362 Richard Place	NULL	Warrnambool	Victoria	3280	Australia
7002	NULL	Julio	M	Navarro	NULL	1 (11) 500 555-0120	Cell	julio10@adventure-works.com	0	Home	5551 Silverado Dr.	NULL	Springwood	New South Wales	2777	Australia
7003	NULL	Dylan	NULL	Sharma	NULL	1 (11) 500 555-0164	Home	dylan29@adventure-works.com	0	Home	5332 Beauty St	NULL	Gateshead	England	GA10	United Kingdom
7004	NULL	Dylan	NULL	Shan	NULL	1 (11) 500 555-0162	Home	dylan30@adventure-works.com	0	Home	1192 A St.	NULL	Gold Coast	Queensland	4217	Australia
7005	NULL	Dylan	J	Jai	NULL	1 (11) 500 555-0180	Cell	dylan31@adventure-works.com	1	Home	2687 Apollo Way	# 213	Wollongong	New South Wales	2500	Australia
7006	NULL	Julio	C	Gutierrez	NULL	1 (11) 500 555-0117	Home	julio11@adventure-works.com	2	Home	Zollstr 68	NULL	Sulzbach Taunus	Saarland	66272	Germany
7007	NULL	Zachary	NULL	Ross	NULL	458-555-0188	Home	zachary2@adventure-works.com	1	Home	6145 Frisbie Court	NULL	Imperial Beach	California	91932	United States
7008	NULL	Zachary	NULL	Henderson	NULL	818-555-0118	Home	zachary3@adventure-works.com	1	Home	551 Almond Ave	#30	Olympia	Washington	98501	United States
7009	NULL	Julio	NULL	Torres	NULL	1 (11) 500 555-0177	Cell	julio12@adventure-works.com	0	Home	3723 Coach Pl.	NULL	London	England	E17 6JF	United Kingdom
7010	NULL	Julio	E	Dominguez	NULL	1 (11) 500 555-0189	Cell	julio13@adventure-works.com	2	Home	6082 Trafalgar Circle	NULL	London	England	SW19 3RU	United Kingdom
7011	NULL	Julio	R	Gill	NULL	1 (11) 500 555-0120	Home	julio14@adventure-works.com	0	Home	4155 Star Dr	NULL	London	England	W1Y 3RA	United Kingdom
7012	NULL	Zachary	NULL	Coleman	NULL	579-555-0134	Cell	zachary4@adventure-works.com	1	Home	4263 San Ysidro Court	NULL	Fremont	California	94536	United States
7013	NULL	Zachary	NULL	Jenkins	NULL	560-555-0168	Cell	zachary5@adventure-works.com	1	Home	8922 Big Canyon Road	NULL	Oregon City	Oregon	97045	United States
7014	NULL	Clarence	W	Deng	NULL	1 (11) 500 555-0183	Home	clarence17@adventure-works.com	0	Home	70, place du Tertre	NULL	Paris La Defense	Hauts de Seine	92081	France
7015	NULL	Julio	E	Vazquez	NULL	1 (11) 500 555-0128	Cell	julio15@adventure-works.com	0	Home	Altendorfer Straße 930	NULL	Dresden	Hessen	01071	Germany
7016	NULL	Zachary	L	Perry	NULL	375-555-0149	Home	zachary6@adventure-works.com	2	Home	5545 Clown Court	NULL	Yakima	Washington	98901	United States
7017	NULL	Zachary	NULL	Powell	NULL	615-555-0121	Cell	zachary7@adventure-works.com	0	Home	3115 Warmcastle Ct	NULL	Torrance	California	90505	United States
7018	NULL	Julio	J	Blanco	NULL	120-555-0133	Cell	julio16@adventure-works.com	1	Home	2303 Rosebuck Way	NULL	Bellflower	California	90706	United States
